run_id,k,window,lambda,w_window,p_miss,vip_stat,bad,rho_eff
seed=102__K=4__ts=20260118-234205__git=unknown__cfg=a002b0,4,48,3.100000,2,0.000000,0.043179,0,0.122998
seed=102__K=4__ts=20260118-234205__git=unknown__cfg=a002b0,4,49,3.400000,2,0.000000,0.047508,0,0.134901
seed=102__K=4__ts=20260118-234205__git=unknown__cfg=a002b0,4,50,3.900000,2,0.000000,0.047789,0,0.154739
seed=102__K=4__ts=20260118-234205__git=unknown__cfg=a002b0,4,52,3.900000,2,0.000000,0.042789,0,0.154739
seed=102__K=4__ts=20260118-234205__git=unknown__cfg=a002b0,4,55,3.500000,2,0.000000,0.044058,0,0.138868
seed=102__K=4__ts=20260118-234205__git=unknown__cfg=a002b0,4,56,4.400000,2,0.000000,0.041166,0,0.174577
seed=102__K=4__ts=20260118-234205__git=unknown__cfg=a002b0,4,57,3.800000,2,0.000000,0.045792,0,0.150771
seed=102__K=4__ts=20260118-234205__git=unknown__cfg=a002b0,4,58,3.700000,2,0.000000,0.042789,0,0.146804
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,1,3.400000,2,0.000000,0.041420,0,0.134901
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,4,3.500000,2,0.000000,0.042332,0,0.138868
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,6,2.700000,2,0.000000,0.043144,0,0.107127
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,7,4.700000,2,0.000000,0.041438,0,0.186480
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,10,3.500000,2,0.000000,0.042783,0,0.138868
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,11,4.600000,2,0.000000,0.041173,0,0.182513
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,13,4.200000,2,0.000000,0.044922,0,0.166642
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,18,3.400000,2,0.000000,0.043707,0,0.134901
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,19,4.000000,5,0.200000,0.044796,0,4.158707
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,20,21.400000,7,0.428571,21.012078,1,46.706224
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,22,21.800000,7,0.428571,54.506991,1,47.579237
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,23,21.100000,7,0.428571,49.966020,1,46.051463
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,27,19.400000,7,0.428571,10.018915,1,42.341156
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,29,21.600000,7,0.428571,8.588767,1,47.142730
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,30,18.500000,7,0.428571,15.051386,1,40.376875
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,32,18.000000,7,0.428571,13.505351,1,39.285609
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,37,21.100000,7,0.428571,5.998315,1,46.051463
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,38,18.600000,7,0.428571,9.332748,1,40.595129
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,39,20.400000,7,0.428571,9.661608,1,44.523690
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,41,6.100000,2,0.000000,0.045123,0,0.242028
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,43,5.600000,2,0.000000,0.041741,0,0.222189
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,45,3.000000,2,0.000000,0.038890,0,0.119030
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,46,4.900000,2,0.000000,0.040992,0,0.194416
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,47,4.400000,2,0.000000,0.045879,0,0.174577
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,50,5.300000,2,0.000000,0.046853,0,0.210286
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,51,4.100000,2,0.000000,0.049060,0,0.162674
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,53,5.900000,2,0.000000,0.042381,0,0.234092
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,56,4.600000,2,0.000000,0.039448,0,0.182513
seed=103__K=4__ts=20260118-235213__git=unknown__cfg=57ccfa,4,57,4.300000,2,0.000000,0.055747,0,0.170610
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,1,4.200000,2,0.000000,0.046821,0,0.166642
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,2,4.200000,2,0.000000,0.043979,0,0.166642
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,3,5.000000,2,0.000000,0.046587,0,0.198383
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,4,3.900000,2,0.000000,0.038862,0,0.154739
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,7,4.100000,2,0.000000,0.043367,0,0.162674
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,9,4.200000,2,0.000000,0.043340,0,0.166642
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,10,4.700000,2,0.000000,0.042763,0,0.186480
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,11,4.600000,2,0.000000,0.043518,0,0.182513
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,12,4.400000,2,0.000000,0.043944,0,0.174577
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,14,3.600000,2,0.000000,0.043082,0,0.142836
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,16,3.800000,2,0.000000,0.045320,0,0.150771
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,17,4.000000,2,0.000000,0.040308,0,0.158707
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,18,4.000000,2,0.000000,0.044772,0,0.158707
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,20,21.400000,8,0.500000,8.707929,1,54.349081
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,22,23.200000,8,0.500000,13.224892,1,58.920499
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,23,22.200000,8,0.500000,9.981714,1,56.380822
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,28,21.100000,8,0.500000,20.011647,1,53.587178
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,29,20.600000,8,0.500000,7.210605,1,52.317339
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,30,21.100000,8,0.500000,25.982042,1,53.587178
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,32,23.200000,8,0.500000,10.538754,1,58.920499
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,34,24.100000,8,0.500000,27.721710,1,61.206208
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,39,21.500000,8,0.500000,5.486956,1,54.603048
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,41,4.200000,2,0.000000,0.044496,0,0.166642
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,42,4.100000,2,0.000000,0.042804,0,0.162674
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,44,4.100000,2,0.000000,0.045486,0,0.162674
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,46,3.000000,2,0.000000,0.041636,0,0.119030
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,47,4.100000,2,0.000000,0.041552,0,0.162674
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,48,3.900000,2,0.000000,0.041311,0,0.154739
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,52,3.200000,2,0.000000,0.043000,0,0.126965
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,54,4.100000,2,0.000000,0.044185,0,0.162674
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,55,4.900000,2,0.000000,0.046116,0,0.194416
seed=101__K=4__ts=20260119-003244__git=unknown__cfg=1d4a7d,4,59,3.600000,2,0.000000,0.049462,0,0.142836
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,0,4.300000,2,0.000000,0.042953,0,0.170610
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,1,4.400000,2,0.000000,0.041724,0,0.174577
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,2,3.900000,2,0.000000,0.045099,0,0.154739
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,7,3.900000,2,0.000000,0.044223,0,0.154739
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,8,4.200000,2,0.000000,0.042323,0,0.166642
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,10,3.600000,2,0.000000,0.043820,0,0.142836
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,13,4.600000,2,0.000000,0.049567,0,0.182513
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,16,4.200000,2,0.000000,0.044534,0,0.166642
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,18,3.700000,2,0.000000,0.040784,0,0.146804
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,21,20.800000,8,0.500000,16.325548,1,52.825275
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,26,22.900000,8,0.500000,11.152457,1,58.158596
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,28,22.000000,8,0.500000,28.219587,1,55.872887
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,30,23.900000,8,0.500000,6.506625,1,60.698272
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,36,21.900000,8,0.500000,32.107544,1,55.618919
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,38,22.700000,8,0.500000,17.367665,1,57.650660
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,44,4.000000,2,0.000000,0.042377,0,0.158707
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,46,3.800000,2,0.000000,0.042664,0,0.150771
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,47,4.200000,2,0.000000,0.041807,0,0.166642
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,48,3.100000,2,0.000000,0.044189,0,0.122998
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,49,3.400000,2,0.000000,0.048503,0,0.134901
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,50,3.900000,2,0.000000,0.153617,0,0.154739
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,52,3.900000,2,0.000000,0.039135,0,0.154739
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,55,3.600000,2,0.000000,0.045300,0,0.142836
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,56,4.400000,2,0.000000,0.049381,0,0.174577
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,57,3.700000,2,0.000000,0.042582,0,0.146804
seed=102__K=4__ts=20260119-004253__git=unknown__cfg=f7f38b,4,58,3.700000,2,0.000000,0.046033,0,0.146804
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,1,3.400000,2,0.000000,0.041988,0,0.134901
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,4,3.500000,2,0.000000,0.044389,0,0.138868
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,6,2.700000,2,0.000000,0.043285,0,0.107127
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,7,4.700000,2,0.000000,0.042785,0,0.186480
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,10,3.500000,2,0.000000,0.044863,0,0.138868
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,11,4.600000,2,0.000000,0.043792,0,0.182513
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,13,4.200000,2,0.000000,0.042647,0,0.166642
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,18,3.400000,2,0.000000,0.043647,0,0.134901
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,19,4.000000,5,0.200000,0.044422,0,4.158707
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,20,24.500000,8,0.500000,67.352119,1,62.222078
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,22,24.400000,8,0.500000,44.927716,1,61.968111
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,23,23.900000,8,0.500000,38.031644,1,60.698272
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,27,22.200000,8,0.500000,27.166416,1,56.380822
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,29,24.700000,8,0.500000,31.982412,1,62.730014
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,30,21.100000,8,0.500000,27.746075,1,53.587178
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,32,22.400000,8,0.500000,5.060357,1,56.888757
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,37,25.300000,8,0.500000,17.916154,1,64.253820
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,38,21.300000,8,0.500000,8.247046,1,54.095113
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,39,23.400000,8,0.500000,9.720655,1,59.428434
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,41,6.100000,2,0.000000,0.044666,0,0.242028
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,43,5.600000,2,0.000000,0.051122,0,0.222189
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,45,3.000000,2,0.000000,0.040888,0,0.119030
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,46,4.900000,2,0.000000,0.043950,0,0.194416
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,47,4.400000,2,0.000000,0.041263,0,0.174577
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,50,5.300000,2,0.000000,0.043128,0,0.210286
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,51,4.000000,2,0.000000,0.053224,0,0.158707
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,53,5.900000,2,0.000000,0.047813,0,0.234092
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,56,4.600000,2,0.000000,0.048679,0,0.182513
seed=103__K=4__ts=20260119-005301__git=unknown__cfg=ba7922,4,57,4.300000,2,0.000000,0.059334,0,0.170610
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,1,4.200000,2,0.000000,0.048736,0,0.166642
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,2,4.200000,2,0.000000,0.055228,0,0.166642
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,3,5.000000,2,0.000000,0.044844,0,0.198383
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,4,3.900000,2,0.000000,0.045045,0,0.154739
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,7,4.100000,2,0.000000,0.044640,0,0.162674
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,9,4.200000,2,0.000000,0.045907,0,0.166642
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,10,4.700000,2,0.000000,0.037440,0,0.186480
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,11,4.600000,2,0.000000,0.048654,0,0.182513
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,12,4.400000,2,0.000000,0.036841,0,0.174577
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,14,3.600000,2,0.000000,0.044782,0,0.142836
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,16,3.800000,2,0.000000,0.043094,0,0.150771
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,17,4.000000,2,0.000000,0.043182,0,0.158707
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,18,4.000000,2,0.000000,0.042772,0,0.158707
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,20,21.400000,8,0.625000,44.067953,1,67.724081
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,22,23.200000,8,0.625000,25.287718,1,73.420499
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,23,22.300000,8,0.625000,13.453111,1,70.572290
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,28,21.200000,8,0.625000,39.110413,1,67.091145
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,29,20.500000,8,0.625000,32.005805,1,64.875872
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,30,21.200000,8,0.625000,23.335649,1,67.091145
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,32,23.400000,8,0.625000,2.432217,1,74.053434
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,34,24.100000,8,0.625000,4.370481,1,76.268708
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,39,21.600000,8,0.625000,9.954826,1,68.357016
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,41,4.200000,2,0.000000,0.044360,0,0.166642
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,42,4.100000,2,0.000000,0.043225,0,0.162674
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,44,4.200000,2,0.000000,0.042257,0,0.166642
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,46,3.000000,2,0.000000,0.043812,0,0.119030
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,47,4.100000,2,0.000000,0.041753,0,0.162674
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,48,3.900000,2,0.000000,0.043600,0,0.154739
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,51,4.300000,2,0.000000,0.040203,0,0.170610
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,52,3.100000,2,0.000000,0.048204,0,0.122998
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,54,4.100000,2,0.000000,0.040341,0,0.162674
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,55,5.000000,2,0.000000,0.046682,0,0.198383
seed=101__K=3__ts=20260119-020339__git=unknown__cfg=ca6c5d,3,59,3.500000,2,0.000000,0.041953,0,0.138868
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,0,4.300000,2,0.000000,0.044566,0,0.170610
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,1,4.400000,2,0.000000,0.042337,0,0.174577
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,2,3.900000,2,0.000000,0.044976,0,0.154739
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,7,3.900000,2,0.000000,0.041504,0,0.154739
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,8,4.300000,2,0.000000,0.040868,0,0.170610
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,10,3.600000,2,0.000000,0.043161,0,0.142836
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,13,4.600000,2,0.000000,0.045205,0,0.182513
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,16,4.200000,2,0.000000,0.045954,0,0.166642
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,18,3.700000,2,0.000000,0.044257,0,0.146804
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,21,20.800000,8,0.625000,32.867537,1,65.825275
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,26,22.900000,8,0.625000,11.682454,1,72.471096
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,28,22.100000,8,0.625000,11.918668,1,69.939354
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,30,24.000000,8,0.625000,33.687130,1,75.952240
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,36,21.800000,8,0.625000,10.619120,1,68.989951
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,38,22.700000,8,0.625000,5.828368,1,71.838160
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,44,4.000000,2,0.000000,0.041420,0,0.158707
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,46,3.800000,2,0.000000,0.043014,0,0.150771
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,47,4.200000,2,0.000000,0.045004,0,0.166642
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,48,3.100000,2,0.000000,0.040905,0,0.122998
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,49,3.400000,2,0.000000,0.041476,0,0.134901
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,50,3.900000,2,0.000000,0.042119,0,0.154739
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,52,3.800000,2,0.000000,0.041502,0,0.150771
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,55,3.500000,2,0.000000,0.041360,0,0.138868
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,56,4.500000,2,0.000000,0.042966,0,0.178545
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,57,3.700000,2,0.000000,0.042891,0,0.146804
seed=102__K=3__ts=20260119-021348__git=unknown__cfg=a1a980,3,58,3.600000,2,0.000000,0.042146,0,0.142836
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,1,3.400000,2,0.000000,0.041175,0,0.134901
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,4,3.400000,2,0.000000,0.043081,0,0.134901
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,6,2.700000,2,0.000000,0.042303,0,0.107127
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,7,4.700000,2,0.000000,0.040093,0,0.186480
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,10,3.500000,2,0.000000,0.043558,0,0.138868
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,11,4.600000,2,0.000000,0.042029,0,0.182513
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,13,4.200000,2,0.000000,0.044373,0,0.166642
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,18,3.500000,2,0.000000,0.045480,0,0.138868
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,19,3.900000,5,0.400000,0.047173,0,7.954739
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,20,24.500000,8,0.625000,15.240585,1,77.534578
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,22,24.500000,8,0.625000,12.473160,1,77.534578
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,23,24.000000,8,0.625000,6.008215,1,75.952240
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,27,22.200000,8,0.625000,20.919795,1,70.255822
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,29,24.700000,8,0.625000,5.549480,1,78.167514
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,30,21.100000,8,0.625000,25.316596,1,66.774678
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,32,22.400000,8,0.625000,5.297302,1,70.888757
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,37,25.200000,8,0.625000,6.347780,1,79.749852
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,38,21.300000,8,0.625000,14.135375,1,67.407613
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,39,23.400000,8,0.625000,11.580121,1,74.053434
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,41,6.100000,2,0.000000,0.046291,0,0.242028
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,43,5.600000,2,0.000000,0.053042,0,0.222189
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,45,3.000000,2,0.000000,0.047329,0,0.119030
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,46,4.900000,2,0.000000,0.044397,0,0.194416
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,47,4.400000,2,0.000000,0.041701,0,0.174577
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,50,5.300000,2,0.000000,0.041245,0,0.210286
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,51,4.100000,2,0.000000,0.046548,0,0.162674
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,53,5.600000,2,0.000000,0.043107,0,0.222189
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,56,4.500000,2,0.000000,0.042696,0,0.178545
seed=103__K=3__ts=20260119-022356__git=unknown__cfg=81dc13,3,57,4.400000,2,0.000000,0.042362,0,0.174577
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,1,4.200000,2,0.000000,0.041998,0,0.166642
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,2,4.200000,2,0.000000,0.049610,0,0.166642
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,3,5.000000,2,0.000000,0.044320,0,0.198383
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,4,3.900000,2,0.000000,0.044343,0,0.154739
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,7,4.100000,2,0.000000,0.042606,0,0.162674
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,9,4.200000,2,0.000000,0.039941,0,0.166642
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,10,4.700000,2,0.000000,0.036605,0,0.186480
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,11,4.600000,2,0.000000,0.043667,0,0.182513
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,12,4.400000,2,0.000000,0.042684,0,0.174577
